"","name","year","nominations","rating","duration","Action","Adventure","Biography","Comedy","Crime","Drama","Musical","Western","Family","Film-Noir","History","Mystery","Romance","Sport","War","director_name","actor_2_name","gross","actor_1_name","actor_3_name","plot_keywords","language","country","budget","Fantasy","Sci.Fi","Thriller","Documentary","Horror","Animation"
"4122","THEY LIVE",1988,0,7.3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Carpenter","Peter Jason",13008928,"Meg Foster","George 'Buck' Flower","alien|brainwashing|construction worker|sunglasses|teleportation","English","USA",4e+06,0,1,1,0,1,0
"4123","ERASERHEAD",1977,0,7.4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David Lynch","Jack Nance",48468407.5268093,"Hal Landon Jr.","Charlotte Stewart","apartment|baby|deformed baby|factory|surrealism","English","USA",20000,1,1,0,0,1,0
"4124","TRAIN",2008,0,4.8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gideon Raff","Gloria Votsis",48468407.5268093,"Gideon Emery","Derek Magyar","blood splatter|heart ripped out|jock strap|train|vomiting","English","USA",39752620.4363876,0,0,1,0,1,0
"4125","NOTHING BUT A MAN",1964,0,8.1,95,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Michael Roemer","Gloria Foster",12438,"Yaphet Kotto","Ivan Dixon","1960s|father|railroad|town|worker","English","USA",160000,0,0,0,0,0,0
"4127","LOVE ME TENDER",1956,0,6.2,89,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"Robert D. Webb","Neville Brand",48468407.5268093,"James Drury","Debra Paget","army|civil war|robbery|soldier|train","English","USA",1e+06,0,0,0,0,0,0
"4128","AN AMERICAN GIRL HOLIDAY",2004,0,7.2,86,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Nadia Tass","Jordan Bridges",48468407.5268093,"Mia Farrow","Bruce Gooch","courtship|friend|girl|servant|sister","English","USA",2e+05,0,0,0,0,0,0
"4129","TOP HAT",1935,0,7.8,81,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Mark Sandrich","Edward Everett Horton",3e+06,"Ginger Rogers","Eric Blore","dance|dancer|dancing|horse|tap dancing","English","USA",609000,0,0,0,0,0,0
"4131","BUEN D?A, RAM?N",2013,0,7.7,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jorge Ram?rez Su?rez","Adriana Barraza",100412,"Hector Kotsifakis","Arcelia Ram?rez","Unknown","German","Mexico",4e+06,0,0,0,0,0,0
"4132","LIMBO",1999,0,7.1,126,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"John Sayles","Casey Siemaszko",1997807,"Mary Elizabeth Mastrantonio","Vanessa Martinez","alaska|island|motorboat|singer|wilderness","English","USA",8e+06,0,0,1,0,0,0
"4133","THE LUNCHBOX",2013,0,7.8,104,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Ritesh Batra","Nimrat Kaur",4231500,"Nawazuddin Siddiqui","Lillete Dubey","delivery|delivery to wrong address|lunchbox|open ended|unconventional romance","Hindi","India",1e+06,0,0,0,0,0,0
"4134","CROCODILE DUNDEE",1986,0,6.5,93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Peter Faiman","Linda Kozlowski",174635000,"Paul Hogan","David Gulpilil","australian outback|crocodile|female reporter|journalist|new york city","English","Australia",8800000,0,0,0,0,0,0
"4135","THE CELEBRATION",1998,0,8.1,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Thomas Vinterberg","Paprika Steen",1647780,"Ulrich Thomsen","Trine Dyrholm","dogme 95|family secret|haunted by the past|secret|speech","Danish","Denmark",1300000,0,0,0,0,0,0
"4136","STEP UP 2: THE STREETS",2008,0,6.2,98,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"Jon M. Chu","Mari Koda",58006147,"Cassie Ventura","Luis Rosado","audition|dance|kissing in the rain|student|subway","English","USA",2.3e+07,0,0,0,0,0,0
"4137","FANTASIA 2000",1999,0,7.3,74,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"James Algar","Penn Jillette",60507228,"Quincy Jones","Russi Taylor","abstract|ark|disney|fairy tale|piano","English","USA",8e+07,1,0,0,0,0,1
"4138","30 DAYS OF NIGHT",2007,0,6.6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David Slade","Mark Rendall",39568996,"Danny Huston","Megan Franich","alaska|small town|snow|vampire|winter","English","USA",3.2e+07,0,0,0,0,1,0
"4139","THE EVIL DEAD",1981,0,7.6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Raimi","Betsy Baker",48468407.5268093,"Ted Raimi","Ellen Sandweiss","cult director|cult film|evil dead|necronomicon|psychotronic film","English","USA",375000,1,0,0,0,1,0
"4140","CONFESSIONS OF A DANGEROUS MIND",2002,0,7.1,113,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,"George Clooney","David Julian Hirsh",48468407.5268093,"Dick Clark","Jennifer Hall","broken nose|kgb|marriage proposal|playboy mansion|sistine chapel","English","USA",2.9e+07,0,0,1,0,0,0
"4141","AM?LIE",2001,0,8.4,122,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Jean-Pierre Jeunet","Jamel Debbouze",33201661,"Mathieu Kassovitz","Isabelle Nanty","cheerfulness|female protagonist|garden gnome|magical realism|waitress","French","France",7.7e+07,0,0,0,0,0,0
"4142","MONSOON WEDDING",2001,0,7.4,114,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Mira Nair","Randeep Hooda",13876974,"Naseeruddin Shah","Lillete Dubey","arranged marriage|bride|celebration|marriage|wedding","Hindi","India",7e+06,0,0,0,0,0,0
"4143","CRIES & WHISPERS",1972,0,8.2,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ingmar Bergman","Ingrid Thulin",48468407.5268093,"Liv Ullmann","Erland Josephson","dying|love|mansion|selfishness|turn of the century","Swedish","Sweden",4e+05,0,0,0,0,0,0
"4144","VALLEY OF THE WOLVES: IRAQ",2006,0,6,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Serdar Akar","Berg?zar Korel",48468407.5268093,"Necati Sasmaz","Ghassan Massoud","abu ghraib|bomb|christian|explosion|iraq","Arabic","Turkey",8300000,0,0,0,0,0,0
"4145","SHANGHAI SURPRISE",1986,0,3,97,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"Jim Goddard","Paul Freeman",2315683,"Victor Wong","Clyde Kusatsu","china|missionary|opium|villain|year 1937","English","UK",1.7e+07,0,0,0,0,0,0
"4146","ANNA AND THE KING",1999,0,6.7,148,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"Andy Tennant","Geoffrey Palmer",39251128,"Bai Ling","Randall Duk Kim","1860s|children|king|schoolteacher|siam","English","USA",7.5e+07,0,0,0,0,0,0
"4147","WINNIE MANDELA",2011,0,6,104,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"Darrell Roodt","Wendy Crewson",48468407.5268093,"Jennifer Hudson","Aubrey Poo","character name in title|nelson mandela|one word title|reference to winnie mandela|south africa","English","South Africa",1.5e+07,0,0,0,0,0,0
"4148","THE MOLLY MAGUIRES",1970,0,6.9,124,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Martin Ritt","Anthony Zerbe",48468407.5268093,"Frank Finlay","Samantha Eggar","coal|detective|irish|irish immigrant|pennsylvania","English","USA",1.1e+07,0,0,0,0,0,0
"4149","20,000 LEAGUES UNDER THE SEA",1954,0,7.2,127,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Richard Fleischer","Robert J. Wilke",48468407.5268093,"James Mason","Paul Lukas","captain|expedition|sea|submarine|whale","English","USA",5e+06,1,1,0,0,0,0
"4150","WILD GRASS",2009,0,6.3,104,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Alain Resnais","Sara Forestier",403649,"Mathieu Amalric","Edouard Baer","dentist|letter|pilot|skateboard|wallet","French","France",39752620.4363876,0,0,0,0,0,0
"4151","PARANORMAL ACTIVITY 4",2012,0,4.6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Henry Joost","Brendon Eggertsen",53884821,"Matt Shively","Alisha Boe","boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark","English","USA",5e+06,0,0,0,0,1,0
"4152","IN THE LAND OF BLOOD AND HONEY",2011,0,4.3,127,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Angelina Jolie Pitt","Nikola Djuricko",301305,"Jelena Jovanova","Branko Djuric","bosnian war|church|emaciation|soldier|violence","Bosnian","USA",1.3e+07,0,0,0,0,0,0
"4153","MR. BEAN'S HOLIDAY",2007,0,6.3,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Steve Bendelack","Emma de Caunes",32553210,"Lily Atkinson","Steve Pemberton","camcorder|cannes|director|lost passport|train","English","UK",2.5e+07,0,0,0,0,0,0
"4154","THE PLEDGE",2001,0,6.8,124,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sean Penn","Adrien Dorval",19719930,"Costas Mandylor","Nels Lennarson","nevada|pledge|police|porcupine|search","English","USA",4.5e+07,0,0,1,0,0,0
"4155","SAVING PRIVATE PEREZ",2011,0,6,105,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"Beto G?mez","Gerardo Taracena",1391770,"Jaime Camil","Joaqu?n Cosio","conflicted hero|flashback|mission|rescue|rescue mission","Spanish","Mexico",39752620.4363876,0,0,0,0,0,0
"4156","UNSULLIED",2014,0,5.5,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Simeon Rice","Lisa Brave",48468407.5268093,"Ward G. Smith","Malone Thomas","Unknown","English","USA",1500000,0,0,1,0,1,0
"4157","FLASHDANCE",1983,0,6.1,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"Adrian Lyne","Cynthia Rhodes",94900000,"Michael Nouri","Lee Ving","ballet school|dance|dancer|overalls|steel worker","English","USA",4e+06,0,0,0,0,0,0
"4158","DARLING LILI",1970,0,6.2,143,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,"Blake Edwards","Vernon Dobtcheff",5e+06,"Rock Hudson","Jeremy Kemp","crepe suzette|french|mata hari spoof|song|spy","English","USA",2.5e+07,0,0,0,0,0,0
"4159","ULEE'S GOLD",1997,0,7.1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Victor Nunez","Patricia Richardson",9054736,"Peter Fonda","Vanessa Zima","beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair","English","USA",2700000,0,0,0,0,0,0
"4160","DUM MAARO DUM",2011,0,6.2,128,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Rohan Sippy","Bipasha Basu",563699,"Abhishek Bachchan","Prateik","airport|drugs|loss of loved one|police|title based on song","Hindi","India",39752620.4363876,0,0,1,0,0,0
"4161","FIDO",2006,0,6.8,93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Andrew Currie","Henry Czerny",298110,"Alexia Fast","Kesun Loder","decapitation|neighbor|neighborhood|next door neighbor|zombie","English","Canada",8e+06,0,1,0,0,1,0
"4162","WOODSTOCK",1970,0,8.1,215,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Michael Wadleigh","Jimi Hendrix",13300000,"Joe Cocker","Joan Baez","drugs|hippie|music festival|the who|woodstock","English","USA",6e+05,0,0,0,1,0,0
"4163","CLEAN",2004,0,6.9,110,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"Olivier Assayas","B?atrice Dalle",136007,"Maggie Cheung","Don McKellar","jail|junkie|money|motel|singer","French","France",4500,0,0,0,0,0,0
"4164","YOU KILL ME",2007,0,6.5,93,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,"John Dahl","Aaron Hughes",2426851,"Philip Baker Hall","Jayne Eastwood","alcoholic|buffalo new york|claim in title|embalming|mortuary","English","USA",4e+06,0,0,1,0,0,0
"4166","SON OF GOD",2014,0,5.6,170,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"Christopher Spencer","Amber Rose Revah",59696176,"Roma Downey","Darwin Shaw","bare chested male bondage|crucifixion|loincloth|reference to god|resurrection","English","USA",2.2e+07,0,0,0,0,0,0
"4167","SHERRYBABY",2006,0,6.6,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Laurie Collyer","Kate Burton",198407,"Brad William Henke","Michelle Hurst","ex convict|halfway house|nipples visible through clothing|orgasm|parole officer","English","USA",2e+06,0,0,0,0,0,0
"4168","AS IT IS IN HEAVEN",2004,0,7.6,133,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"Kay Pollak","Frida Hallgren",9910,"Michael Nyqvist","Nils-Anders Vallg?rda","amazing grace the hymn|choir|heart attack|hometown|skidding truck","Swedish","Sweden",2.5e+07,0,0,0,0,0,0
"4169","FIZA",2000,0,6.2,167,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Khalid Mohamed","Manoj Bajpayee",610991,"Karisma Kapoor","Jaya Bhaduri","mumbai riots|politician|riot|suicide|tragic event","Hindi","India",1e+06,0,0,0,0,0,0
"4170","MR. NICE GUY",1997,0,6.2,86,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Sammo Kam-Bo Hung","Richard Norton",12674183,"Sammo Kam-Bo Hung","Rachel Blakely","chef|cook|drugs|gang|reporter","English","Hong Kong",39752620.4363876,0,0,0,0,0,0
"4171","JOYEUX NOEL",2005,0,7.8,116,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,"Christian Carion","Dany Boon",1050445,"Gary Lewis","Ian Richardson","christmas|no man's land|soldier|trench|world war one","French","France",2.2e+07,0,0,0,0,0,0
"4173","QUINCEA?ERA",2006,0,7.1,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Richard Glatzer","Jesse Garcia",1689999,"Emily Rios","Alicia Sixtos","15th birthday|birthday|gay|party|security guard","Spanish","USA",4e+05,0,0,0,0,0,0
"4174","FRENZY",1972,0,7.5,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alfred Hitchcock","Jean Marsh",48468407.5268093,"Bernard Cribbins","Clive Swift","penknife|police|rape|serial killer|united kingdom","English","UK",2e+06,0,0,1,0,0,0
"4175","THE RIDGES",2011,0,3,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brandon Landers","Alana Kaniewski",48468407.5268093,"Robbie Barnes","Brandon Landers","avatar|college|death|tron|university","English","USA",17350,0,0,1,0,1,0
"4176","IMAGINARY HEROES",2004,0,7.3,111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Dan Harris","Ryan Donowho",228524,"Kip Pardue","Larry Fessenden","cat|christmas song|lawn mowing|leave of absence|medication","English","USA",4e+06,0,0,0,0,0,0
"4177","THE VIRGINITY HIT",2010,0,4.6,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Huck Botko","Krysta Rodriguez",535249,"Matt Bennett","Zack Pearlman","masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless","English","USA",3400000,0,0,0,0,0,0
"4178","THE LEGEND OF DRUNKEN MASTER",1994,0,7.6,102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chia-Liang Liu","Anita Mui",11546543,"Andy Lau","Ho-Sung Pak","battle|fight|fighting|martial artist|snake","Cantonese","Hong Kong",2e+06,0,0,0,0,0,0
"4179","THE CHRONICLES OF NARNIA: THE VOYAGE OF THE DAWN TREADER",2010,0,6.3,113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Michael Apted","Shane Rangi",104383624,"Bruce Spence","Laura Brent","dragon|king|mouse|quest|warrior","English","USA",1.55e+08,1,0,0,0,0,0
"4180","MY SUMMER OF LOVE",2004,0,6.8,86,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Pawel Pawlikowski","Natalie Press",992238,"Paddy Considine","Dean Andrews","female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire","English","UK",1700000,0,0,0,0,0,0
"4181","NEVER SAY NEVER AGAIN",1983,0,6.2,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Irvin Kershner","Klaus Maria Brandauer",55500000,"Bernie Casey","Barbara Carrera","british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead","English","UK",3.6e+07,0,0,1,0,0,0
"4182","GRAVE ENCOUNTERS",2011,0,6.1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colin Minihan","Sean Rogerson",48468407.5268093,"Mackenzie Gray","Ashleigh Gryzko","ghost|ghost hunting|labyrinth|paranormal|reality show","English","Canada",1e+05,0,0,0,0,1,0
"4183","HOW SHE MOVE",2007,0,3.3,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ian Iqbal Rashid","Cl? Bennett",7070459,"DeRay Davis","Conrad Coates","dance|dance contest|loss of sister|step dancing|teenager","English","Canada",39752620.4363876,0,0,0,0,0,0
"4184","CHILD'S PLAY",1988,0,6.5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tom Holland","Alex Vincent",33244684,"Catherine Hicks","Dinah Manoff","birthday|doll|murder|serial killer|voodoo","English","USA",9e+06,1,0,0,0,1,0
"4185","PINK FLAMINGOS",1972,0,6.1,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"John Waters","Mink Stole",180483,"Divine","Edith Massey","absurd humor|egg|gross out humor|lesbian|sex","English","USA",10000,0,0,0,0,1,0
"4186","CHANGING LANES",2002,0,6.5,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Roger Michell","Matt Malloy",66790248,"Sydney Pollack","Bruce Altman","car accident|feud|lawyer|revenge|road rage","English","USA",4.5e+07,0,0,1,0,0,0
"4187","TOPAZ",1969,0,6.3,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Alfred Hitchcock","John Vernon",48468407.5268093,"Roscoe Lee Browne","Philippe Noiret","1960s|agent|cuba|intelligence|spy","English","USA",4e+06,0,0,1,0,0,0
"4188","FIRST LOVE, LAST RITES",1997,0,5.5,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Jesse Peretz","Eli Marienthal",40542,"Robert John Burke","Natasha Gregson Wagner","listening to music|misfit|panties|red panties|sex","English","USA",3e+05,0,0,0,0,0,0
"4189","LETTERS FROM IWO JIMA",2006,0,7.9,141,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"Clint Eastwood","Kazunari Ninomiya",13753931,"Yuki Matsuzaki","Shid? Nakamura","blood splatter|general|island|japan|world war two","Japanese","USA",1.9e+07,0,0,0,0,0,0
"4190","THE CHORUS",2004,0,7.9,97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Christophe Barratier","Fran?ois Berl?and",3629758,"Jean-Baptiste Maunier","G?rard Jugnot","boarding school|boy|choir|school|teacher","French","France",5500000,0,0,0,0,0,0
"4191","COCO BEFORE CHANEL",2009,0,6.7,111,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Anne Fontaine","Beno?t Poelvoorde",6109075,"Alessandro Nivola","Marie Gillain","baron|fashion|hat|nickname|orphanage","French","France",19430000,0,0,0,0,0,0
"4192","FINISHING THE GAME: THE SEARCH FOR A NEW BRUCE LEE",2007,0,6.2,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Justin Lin","Jake Sandvig",52850,"Monique Gabriela Curnen","Joe McQueen","bruce lee|jeet kune do|karate|satire|spoof","English","USA",5e+05,0,0,0,0,0,0
"4193","THE ROCKET: THE LEGEND OF ROCKET RICHARD",2005,0,7.7,124,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"Charles Binam?","Roy Dupuis",48468407.5268093,"Stephen McHattie","Julie LeBreton","fan|french canadian|hockey|hockey player|machinist","French","Canada",8e+06,0,0,0,0,0,0
"4194","ANNIE GET YOUR GUN",1950,0,7,107,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,"George Sidney","Howard Keel",8e+06,"Keenan Wynn","Betty Hutton","girl|gun|love|sharpshooter|the end","English","USA",3768785,0,0,0,0,0,0
"4195","BEYOND THE VALLEY OF THE DOLLS",1970,0,6.2,109,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Russ Meyer","Cynthia Myers",9e+06,"Charles Napier","Harrison Page","band|drugs|friendship|hollywood|satire","English","USA",9e+05,0,0,0,0,0,0
"4196","THE APPARITION",2012,0,4.1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Todd Lincoln","Rick Gomez",4930798,"Julianna Guill","Tim Williams","e mail|evil spirit|experiment|fear|supernatural","English","USA",1.7e+07,0,0,1,0,1,0
"4197","PROPHECY",1979,0,5.4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Frankenheimer","Richard Dysart",48468407.5268093,"Talia Shire","Robert Foxworth","cabin|monster|monster movie|paper mill|pollution","English","USA",1.2e+07,0,1,0,0,1,0
"4198","DE-LOVELY",2004,0,6.6,125,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"Irwin Winkler","Keith Allen",13337299,"Kevin McNally","Sandra Nelson","cole porter|composer|love|party|tears","English","USA",2e+07,0,0,0,0,0,0
"4199","2001: A SPACE ODYSSEY",1968,0,8.3,161,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Stanley Kubrick","Gary Lockwood",56715371,"Keir Dullea","Glenn Beck","ancient astronaut|famous line|message from outer space|monolith|star child","English","UK",1.2e+07,0,1,0,0,0,0
"4200","OBSERVE AND REPORT",2009,0,5.8,86,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Jody Hill","Celia Weston",23993605,"Collette Wolfe","Dan Bakkedahl","male pubic hair|mall|police detective|pubic hair|security guard","English","USA",1.8e+07,0,0,0,0,0,0
"4201","HUSTLE & FLOW",2005,0,7.4,116,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Craig Brewer","Paula Jai Parker",22201636,"Isaac Hayes","Elise Neal","baby|friend|hip hop|pimp|stripper","English","USA",8e+06,0,0,0,0,0,0
"4202","PONTYPOOL",2008,0,6.7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bruce McDonald","Georgina Reilly",3478,"Stephen McHattie","Boyd Banks","blood splatter|talk radio|virus|vomiting blood|zombie apocalypse","English","Canada",1500000,1,0,0,0,1,0
"4203","CROCODILE DUNDEE II",1988,0,5.5,108,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"John Cornell","Linda Kozlowski",109306210,"Paul Hogan","John Meillon","australia|australian|crime boss|crocodile|gangster","English","Australia",15800000,0,0,0,0,0,0
"4204","HAV PLENTY",1997,0,6.5,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Christopher Scott Cherot","Robinne Lee",2301777,"Hill Harper","Chenoa Maxwell","friend|new year's eve|screwball|self discovery|social differences","English","USA",650000,0,0,0,0,0,0
"4205","JUSTIN BIEBER: NEVER SAY NEVER",2011,0,1.6,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Jon M. Chu","Sean Kingston",73000942,"Usher Raymond","Boys II Men","boyhood friend|manager|plasma tv|prodigy|star","English","USA",1.3e+07,0,0,0,1,0,0
"4206","ROCK OF AGES",2012,0,5.9,136,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"Adam Shankman","Shane Hartline",38509342,"James Martin Kelly","Celina Beach","concert|love|music industry|panties|pole dancer","English","USA",7.5e+07,0,0,0,0,0,0
"4208","9? WEEKS",1986,0,5.9,112,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Adrian Lyne","Karen Young",6734844,"David Margulies","Kim Chan","blindfolded woman|control|male dominance|sex game|sex in public","English","USA",1.7e+07,0,0,0,0,0,0
"4209","SUPER HYBRID",2010,0,3.9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eric Valette","Ryan Kennedy",48468407.5268093,"Melanie Papalia","John Reardon","based on comic book|blue bra and panties|female protagonist|girl in bra and panties|killer car","English","USA",1.3e+07,0,1,1,0,1,0
"4210","SHE'S GOTTA HAVE IT",1986,0,6.5,88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Spike Lee","Joie Lee",7137502,"S. Epatha Merkerson","Tracy Camilla Johns","female nudity|male model|nudity|rite of passage|sex","English","USA",175000,0,0,0,0,0,0
"4211","5 DAYS OF WAR",2011,0,5.6,113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Renny Harlin","Kenneth Cranham",17149,"Richard Coyle","Ana Imnadze","cameraman|epic battle|journalist|south ossetia|street shootout","English","Georgia",2e+07,0,0,0,0,0,0
"4212","INHERENT VICE",2014,0,6.7,148,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,"Paul Thomas Anderson","Katherine Waterston",8093318,"Martin Dew","Serena Scott Thomas","1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration","English","USA",2e+07,0,0,0,0,0,0
"4213","FRIDAY THE 13TH PART 2",1981,0,6.1,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Steve Miner","Adrienne King",19100000,"Betsy Palmer","Amy Steel","ice pick|jason voorhees|lake|pitchfork|shack","English","USA",1250000,0,0,1,0,1,0
"4215","WATERLOO",1970,0,7.3,134,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"Sergey Bondarchuk","Dan O'Herlihy",48468407.5268093,"Rod Steiger","Jack Hawkins","battle|costume drama|final battle|napoleon|napoleon bonaparte","English","Italy",2.5e+07,0,0,0,0,0,0
"4216","THE PASSION OF THE CHRIST",2004,0,7.1,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mel Gibson","Maia Morgenstern",499263,"Christo Jivkov","Hristo Shopov","anti semitism|cult film|grindhouse|suffering|torture","Aramaic","USA",3e+07,0,0,0,0,0,0
"4217","NINJA ASSASSIN",2009,0,6.4,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"James McTeigue","Ben Miles",38105077,"Sh? Kosugi","Rain","critically bashed|kung fu|martial artist|martial arts|ninja","English","USA",4e+07,0,0,1,0,0,0
"4218","SHAOLIN SOCCER",2001,0,7.3,85,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Stephen Chow","Karen Mok",488872,"Wei Zhao","Kwok-Kwan Chan","cult film|kung fu|martial arts|shaolin|soccer","Cantonese","Hong Kong",1e+07,0,0,0,0,0,0
"4219","ARARAT",2002,0,6.6,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Atom Egoyan","Marie-Jos?e Croze",1554566,"David Alpay","Charles Aznavour","armenian|armenian genocide|customs agent|genocide|prayer","English","Canada",39752620.4363876,0,0,0,0,0,0
"4221","JFK",1991,0,8,206,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Oliver Stone","Jay O. Sanders",70405498,"Sally Kirkland","Cheryl Penland","death|gay slur|homosexuality|investigation|president","English","France",4e+07,0,0,1,0,0,0
"4223","THE CHRISTMAS BUNNY",2010,0,6.2,98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Tom Seidman","Derek Brandon",48468407.5268093,"Florence Henderson","Charles Irving Beale","animal in title|christmas|farm|michigan|rabbit","English","USA",250000,0,0,0,0,0,0
"4224","THE SMURFS",2011,0,5.5,103,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Raja Gosnell","Tim Gunn",142614158,"Mahadeo Shivraj","Madison McKinley","blue|new york|new york city|no opening credits|smurf","English","USA",1.1e+08,1,0,0,0,0,1
